Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cricket Lounge,280 Morewood Ave,Pittsburgh,PA,15213,,Bloomfield,(412) 683-9000,,,Yes,No,4.0 star rating,6 reviews,http://www.cricketlounge.net,Moderate,Mon 8:00 pm - 2:00 am<br>Tue 8:00 pm - 2:00 am<br>Wed 8:00 pm - 2:00 am<br>Thu 8:00 pm - 2:00 am<br>Fri 8:00 pm - 2:00 am<br>Sat 8:00 pm - 2:00 am<br>Sun Closed<br>,No,,,Yes,,,,,Yes,,,Loud,,,Full Bar,,,,,No,,Yes,,,,,"Adult Entertainment, Lounges, Adult Entertainment, Lounges",40.454519,-79.944952,"https://s3-media1.fl.yelpcdn.com/bphoto/GBwxQzMFwxMtRprwr9i6UQ/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/GBwxQzMFwxMtRprwr9i6UQ/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/GBwxQzMFwxMtRprwr9i6UQ/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/GBwxQzMFwxMtRprwr9i6UQ/300s.jpg 1.20x",http://www.yelp.com/biz/cricket-lounge-pittsburgh?osq=Adult+Entertainment,,,,,,
,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.com/biz/cheerleaders-gentlemens-club-pittsburgh?osq=Adult+Entertainment,,,,,,
ControVerSy,1635 W Carson St,Pittsburgh,PA,15219,,South Side,(412) 471-5764,,,Yes,No,2.5 star rating,6 reviews,http://www.clubcontroversy.com,,Mon Closed<br>Tue Closed<br>Wed Closed<br>Thu 7:00 pm - 2:00 am<br>Fri 7:00 pm - 4:00 am<br>Sat 7:00 pm - 4:00 am<br>Sun Closed<br>,Yes,,,Yes,,Private Lot,,,No,,,,,,Full Bar,,,,,No,,Yes,,,,,"Adult Entertainment, Lounges, Adult Entertainment, Lounges",40.442256,-80.023645,"https://s3-media1.fl.yelpcdn.com/bphoto/MH3XDZ9xxglapjxHCsyxTA/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/MH3XDZ9xxglapjxHCsyxTA/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/MH3XDZ9xxglapjxHCsyxTA/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/MH3XDZ9xxglapjxHCsyxTA/300s.jpg 1.20x",http://www.yelp.com/biz/controversy-pittsburgh?osq=Adult+Entertainment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.com/biz/pittsburgh-exotic-dancers-pittsburgh-2?osq=Adult+Entertainment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Pretty Kitty,936 E 8th Ave,Munhall,PA,15120,,,(412) 464-1105,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",40.408802,-79.896422,,http://www.yelp.com/biz/the-pretty-kitty-munhall?osq=Adult+Entertainment,,,,,,
,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.com/biz/positive-connection-monroeville?osq=Adult+Entertainment,,,,,,
