Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
Cleveland Party Strippers,11470 Euclid Ave,Cleveland,OH,44106,,,(440) 373-4688,,,Yes,No,5.0 star rating,1 review,http://ClevelandPartyStrippers.com,,Mon 11:00 am - 10:00 pm<br>Tue 11:00 am - 10:00 pm<br>Wed 11:00 am - 10:00 pm<br>Thu 11:00 am - 10:00 pm<br>Fri 11:00 am - 10:00 pm<br>Sat 11:00 am - 10:00 pm<br>Sun 11:00 am - 10:00 pm<br>,,,,No,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",41.509547,-81.603576,"https://s3-media4.fl.yelpcdn.com/bphoto/6htjK5iw2PPPZWFLruTBow/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/6htjK5iw2PPPZWFLruTBow/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/6htjK5iw2PPPZWFLruTBow/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/6htjK5iw2PPPZWFLruTBow/300s.jpg 1.20x",http://www.yelp.com/biz/cleveland-party-strippers-cleveland?osq=Adult+Entertainment,,,,,,
Sinsations,1436 Saint Clair Ave NE,Cleveland,OH,44114,,Northeast District,(440) 554-1000,,,Yes,No,,,http://www.sinsations.com,Moderate,Mon 11:00 am - 12:00 am<br>Tue 11:00 am - 12:00 am<br>Wed 11:00 am - 12:00 am<br>Thu 11:00 am - 12:00 am<br>Fri 12:00 pm - 2:00 am<br>Sat Closed<br>Sun Closed<br>,,,,No,,Street,,,Yes,,,Average,,,No,,,,,No,,,,,,,"Adult Entertainment, Party & Event Planning, Adult Entertainment, Party & Event Planning",41.506126,-81.685951,"https://s3-media1.fl.yelpcdn.com/bphoto/wwGRA2zAvV_VyFBSrrniKQ/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/wwGRA2zAvV_VyFBSrrniKQ/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/wwGRA2zAvV_VyFBSrrniKQ/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/wwGRA2zAvV_VyFBSrrniKQ/300s.jpg 1.20x",http://www.yelp.com/biz/sinsations-cleveland-3?osq=Adult+Entertainment,,,,,,
Men of Steel Revue,1299 W 9th St,Cleveland,OH,44113,,Warehouse District,(440) 252-0693,,,Yes,No,3.5 star rating,3 reviews,http://www.menofsteelrevue.com,Moderate,Mon Closed<br>Tue Closed<br>Wed Closed<br>Thu Closed<br>Fri Closed<br>Sat 8:30 pm - 11:30 pm<br>Sun Closed<br>,,,,Yes,,"Valet, Street, Private Lot",,,Yes,,Casual,Loud,,,Full Bar,,,,,Yes,,Yes,,,,,"Adult Entertainment, Adult Entertainment",41.500169,-81.699414,"https://s3-media4.fl.yelpcdn.com/bphoto/SV8dNRnnmX1pkjb-KcA8qA/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/SV8dNRnnmX1pkjb-KcA8qA/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/SV8dNRnnmX1pkjb-KcA8qA/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/SV8dNRnnmX1pkjb-KcA8qA/300s.jpg 1.20x",http://www.yelp.com/biz/men-of-steel-revue-cleveland-2?osq=Adult+Entertainment,$35 for $50 Deal at Men of Steel Revue,You get a voucher redeemable for $50 at Men of Steel Revue.,$50,30%,$15,https://www.yelp.com/checkout/deal/b4RFPijJq8YfTf-4K8fIIw?biz_id=Y33KWpDIXh9aTzgXTVymhg&return_url=%2Fbiz%2Fmen-of-steel-revue-cleveland-2
Beach Bunny Dancers,,Cleveland,OH,,,,(216) 777-0618,,,No,No,,,http://www.beachbunnydancers.com,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",,,"https://s3-media3.fl.yelpcdn.com/bphoto/J4Eutqh1yj7Cg4h1PnqMkQ/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/J4Eutqh1yj7Cg4h1PnqMkQ/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/J4Eutqh1yj7Cg4h1PnqMkQ/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/J4Eutqh1yj7Cg4h1PnqMkQ/300s.jpg 1.20x",http://www.yelp.com/biz/beach-bunny-dancers-cleveland?osq=Adult+Entertainment,,,,,,
Crazy Horse Mens Club,25540 Miles Rd,Bedford,OH,44146,,,(216) 763-1111,,,Yes,No,3.5 star rating,7 reviews,http://crazyhorse.com/Bedford-Hts-Ohio/,Moderate,Mon 11:30 am - 2:30 am<br>Tue 11:30 am - 2:30 am<br>Wed 11:30 am - 2:30 am<br>Thu 11:30 am - 2:30 am<br>Fri 11:30 am - 2:30 am<br>Sat 7:00 pm - 2:30 am<br>Sun Closed<br>,,,,Yes,,Private Lot,,,Yes,,,Very Loud,,,Full Bar,,,,,Yes,,Yes,,,,,"Adult Entertainment, Adult Entertainment",41.423636,-81.498470,"https://s3-media4.fl.yelpcdn.com/bphoto/l0OLaP0wDM8zHl5vEpHL1A/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/l0OLaP0wDM8zHl5vEpHL1A/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/l0OLaP0wDM8zHl5vEpHL1A/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/l0OLaP0wDM8zHl5vEpHL1A/300s.jpg 1.20x",http://www.yelp.com/biz/crazy-horse-mens-club-bedford?osq=Adult+Entertainment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downtown Den Gateway,727 Bolivar Rd,Cleveland,OH,44115,,Gateway District,(216) 589-0915,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",41.497300,-81.685826,,http://www.yelp.com/biz/downtown-den-gateway-cleveland?osq=Adult+Entertainment,,,,,,
Cleveland Lesbian Gay Bi Trans Pride,11100 Detroit Ave,Cleveland,OH,44102,,Edgewater,(216) 226-0004,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",41.482796,-81.763974,"https://s3-media3.fl.yelpcdn.com/bphoto/bfQIhx4d0pxY8tCTKikEbw/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/bfQIhx4d0pxY8tCTKikEbw/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/bfQIhx4d0pxY8tCTKikEbw/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/bfQIhx4d0pxY8tCTKikEbw/300s.jpg 1.20x",http://www.yelp.com/biz/cleveland-lesbian-gay-bi-trans-pride-cleveland?osq=Adult+Entertainment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber’s Cabaret,13311 Brookpark Rd,Brook Park,OH,44142,,,(216) 267-0132,,,Yes,No,2.0 star rating,2 reviews,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",41.418032,-81.783952,"https://s3-media3.fl.yelpcdn.com/bphoto/B6qU7Yoh9uHL9DUpV9G98g/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/B6qU7Yoh9uHL9DUpV9G98g/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/B6qU7Yoh9uHL9DUpV9G98g/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/B6qU7Yoh9uHL9DUpV9G98g/300s.jpg 1.20x",http://www.yelp.com/biz/ambers-cabaret-brook-park?osq=Adult+Entertainment,,,,,,
Petticoat Junction,8376 Tyler Blvd,Mentor,OH,44060,,,(440) 255-4793,,,No,No,,,,Inexpensive,,No,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,"Adult Entertainment, Bars, Adult Entertainment, Bars",41.682429,-81.340352,,http://www.yelp.com/biz/petticoat-junction-mentor?osq=Adult+Entertainment,,,,,,
Junction 6-1-5,8376 Tyler Blvd,Mentor,OH,44060,,,(440) 255-4793,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",41.682429,-81.340352,,http://www.yelp.com/biz/junction-6-1-5-mentor?osq=Adult+Entertainment,,,,,,
