Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
Foxy Lady Latte,551 S Michigan St,Seattle,WA,98108,b/t S 6th Ave & S 5th Ave,Georgetown,(206) 767-3699,,,Yes,No,3.5 star rating,9 reviews,http://www.FoxyLadyCoffee.com/,Inexpensive,Mon 4:00 am - 8:00 pm<br>Tue 4:00 am - 8:00 pm<br>Wed 4:00 am - 8:00 pm<br>Thu 4:00 am - 8:00 pm<br>Fri 4:00 am - 8:00 pm<br>Sat 5:00 am - 8:00 pm<br>Sun 6:00 am - 6:00 pm<br>,,,Yes,Yes,,Street,,,No,,,,,,,,,,,Yes,No,,,,,,"Coffee & Tea, Juice Bars & Smoothies, Adult Entertainment, Coffee & Tea, Juice Bars & Smoothies, Adult Entertainment",47.545692,-122.326935,"https://s3-media3.fl.yelpcdn.com/bphoto/7TVIW3q0yU2J79qhBGozzw/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/7TVIW3q0yU2J79qhBGozzw/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/7TVIW3q0yU2J79qhBGozzw/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/7TVIW3q0yU2J79qhBGozzw/300s.jpg 1.20x",http://www.yelp.com/biz/foxy-lady-latte-seattle?osq=Adult+Entertainment,,,,,,
Hollywood Erotic Boutique,12706 Lake City Way NE,Seattle,WA,98125,b/t 130th St & 127th St,,(206) 363-0056,,,Yes,No,4.0 star rating,4 reviews,,Moderate,Mon Open 24 hours<br>Tue Open 24 hours<br>Wed Open 24 hours<br>Thu Open 24 hours<br>Fri Open 24 hours<br>Sat Open 24 hours<br>Sun Open 24 hours<br>,,,,Yes,,Private Lot,,,,,,,,,,,,,,No,,,,,,,"Adult, Adult Entertainment, Lingerie, Adult, Adult Entertainment, Lingerie",47.721362,-122.293853,"https://s3-media1.fl.yelpcdn.com/bphoto/5quYqk9cSblOfEE7OuiX8Q/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/5quYqk9cSblOfEE7OuiX8Q/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/5quYqk9cSblOfEE7OuiX8Q/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/5quYqk9cSblOfEE7OuiX8Q/300s.jpg 1.20x",http://www.yelp.com/biz/hollywood-erotic-boutique-seattle?osq=Adult+Entertainment,,,,,,
Dancing Bare,10338 Aurora Ave N,Seattle,WA,98133,b/t 104th St & 103rd St,Licton Springs,(206) 524-2273,,,Yes,No,3.0 star rating,6 reviews,http://www.seadancingbare.com,Inexpensive,Mon 11:00 am - 2:30 am<br>Tue 11:00 am - 2:30 am<br>Wed 11:00 am - 2:30 am<br>Thu 11:00 am - 2:30 am<br>Fri 11:00 am - 2:30 am<br>Sat 11:00 am - 2:30 am<br>Sun 2:00 pm - 2:30 am<br>,,,,Yes,,Street,,,Yes,,Casual,Average,,,No,,,,,No,,No,,,,,"Adult Entertainment, Adult Entertainment",47.704367,-122.344275,"https://s3-media2.fl.yelpcdn.com/bphoto/OLPV_rEwVxDKQ0wTvDDo_w/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/OLPV_rEwVxDKQ0wTvDDo_w/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/OLPV_rEwVxDKQ0wTvDDo_w/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/OLPV_rEwVxDKQ0wTvDDo_w/300s.jpg 1.20x",http://www.yelp.com/biz/dancing-bare-seattle?osq=Adult+Entertainment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beautiful Companions,2512 1st Ave,Seattle,WA,98122,,Belltown,(206) 619-9861,,,Yes,No,,,,,Mon Open 24 hours<br>Tue Open 24 hours<br>Wed Open 24 hours<br>Thu Open 24 hours<br>Fri Open 24 hours<br>Sat Open 24 hours<br>Sun Open 24 hours<br>,,,,Yes,,,No,,,,,,,,,,,,,No,,,,,,,"Adult Entertainment, Adult Entertainment",47.615298,-122.349130,"https://s3-media4.fl.yelpcdn.com/bphoto/buHuFmVWRPbEn06XAX5W7g/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/buHuFmVWRPbEn06XAX5W7g/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/buHuFmVWRPbEn06XAX5W7g/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/buHuFmVWRPbEn06XAX5W7g/300s.jpg 1.20x",http://www.yelp.com/biz/beautiful-companions-seattle-2?osq=Adult+Entertainment,,,,,,
Taboo Adult Video,9813 16th Ave SW,Seattle,WA,98106,b/t 100th St & White Center Cutoff,White Center,(206) 767-4855,,Taboo Adult V.,Yes,No,4.0 star rating,1 review,http://taboovideo.com,Moderate,Mon 8:00 am - 12:00 am<br>Tue 8:00 am - 12:00 am<br>Wed 8:00 am - 12:00 am<br>Thu 8:00 am - 12:00 am<br>Fri 8:00 am - 12:00 am<br>Sat 8:00 am - 12:00 am<br>Sun 8:00 am - 12:00 am<br>,,,,Yes,,"Street, Private Lot",,,Yes,,,,,,No,,,,,No,,Yes,,,,,"Videos & Video Game Rental, Adult Entertainment, Adult, Videos & Video Game Rental, Adult Entertainment, Adult",47.515117,-122.355478,"https://s3-media4.fl.yelpcdn.com/bphoto/RgEnYcoumDud7gtIbYKjXw/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/RgEnYcoumDud7gtIbYKjXw/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/RgEnYcoumDud7gtIbYKjXw/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/RgEnYcoumDud7gtIbYKjXw/300s.jpg 1.20x",http://www.yelp.com/biz/taboo-adult-video-seattle-2?osq=Adult+Entertainment,,,,,,
Northwest Elite Entertainment,,Seattle,WA,98103,,Fremont,(206) 486-6183,,,Yes,No,5.0 star rating,1 review,http://www.nweliteentertainment.com,,Mon 9:00 am - 2:00 am<br>Tue 9:00 am - 2:00 am<br>Wed 9:00 am - 2:00 am<br>Thu 9:00 am - 2:00 am<br>Fri 9:00 am - 2:00 am<br>Sat 9:00 am - 2:00 am<br>Sun 9:00 am - 2:00 am<br>,,,,Yes,,,Yes,,,,,,,,Full Bar,No,,No,Yes,No,,No,,,,,"Adult Entertainment, Adult Entertainment",,,"https://s3-media4.fl.yelpcdn.com/bphoto/ZcmLyl-UQ71Ph2u17syqgg/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/ZcmLyl-UQ71Ph2u17syqgg/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/ZcmLyl-UQ71Ph2u17syqgg/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/ZcmLyl-UQ71Ph2u17syqgg/300s.jpg 1.20x",http://www.yelp.com/biz/northwest-elite-entertainment-seattle?osq=Adult+Entertainment,,,,,,
Seattle Strippers 2 U,,Seattle,WA,98104,,Downtown,(253) 655-1085,,ron J.,Yes,No,,,http://www.seattlestrippers2u.com,,Mon Open 24 hours<br>Tue Open 24 hours<br>Wed Open 24 hours<br>Thu Open 24 hours<br>Fri Open 24 hours<br>Sat Open 24 hours<br>Sun Open 24 hours<br>,,,,Yes,,,Yes,,Yes,,,,,,,,,,Yes,,,,,,,,"Adult Entertainment, Party Bus Rentals, Adult Entertainment, Party Bus Rentals",,,"https://s3-media1.fl.yelpcdn.com/bphoto/exXW1E_WIHDGqtG1X1y9Vg/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/exXW1E_WIHDGqtG1X1y9Vg/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/exXW1E_WIHDGqtG1X1y9Vg/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/exXW1E_WIHDGqtG1X1y9Vg/300s.jpg 1.20x",http://www.yelp.com/biz/seattle-strippers-2-u-seattle?osq=Adult+Entertainment,,,,,,
Deja Vu Showgirls,14556 Bothell Way NE,Lake Forest Park,WA,98155,b/t 145th St & N 60th Ave,,(206) 362-5851,,,Yes,No,3.5 star rating,15 reviews,http://www.dejavu-lakecity.com,Moderate,Mon 11:00 am - 2:00 am<br>Tue 11:00 am - 2:00 am<br>Wed 11:00 am - 2:00 am<br>Thu 11:00 am - 2:00 am<br>Fri 11:00 am - 2:00 am<br>Sat 11:00 am - Sun<br>Sun Open 24 hours to 2:00 am<br>,,,,Yes,,Private Lot,,,Yes,,,Loud,,,No,,,,,No,,No,,,,,"Adult Entertainment, Adult Entertainment",47.735701,-122.292304,"https://s3-media2.fl.yelpcdn.com/bphoto/Ainpp-r9_qS110FAgclaBA/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/Ainpp-r9_qS110FAgclaBA/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/Ainpp-r9_qS110FAgclaBA/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/Ainpp-r9_qS110FAgclaBA/300s.jpg 1.20x",http://www.yelp.com/biz/deja-vu-showgirls-lake-forest-park-2?osq=Adult+Entertainment,,,,,,
Seattle Exotic Strippers,3727 S Alaska St,Seattle,WA,98118,b/t S 38th Ave & S Rainier Ave,Columbia City,(206) 407-3760,,,No,No,,,http://seattleexoticstrippers.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",47.560279,-122.285843,"https://s3-media3.fl.yelpcdn.com/bphoto/pSBe2R4VwyhRqvx2snm9Bw/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/pSBe2R4VwyhRqvx2snm9Bw/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/pSBe2R4VwyhRqvx2snm9Bw/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/pSBe2R4VwyhRqvx2snm9Bw/300s.jpg 1.20x",http://www.yelp.com/biz/seattle-exotic-strippers-seattle-2?osq=Adult+Entertainment,,,,,,
Club X,1956 1st Ave S,Seattle,WA,98134,b/t Walker St & Holgate St,Industrial District,(360) 440-1944,,,Yes,No,1.0 star rating,2 reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",47.584388,-122.333804,,http://www.yelp.com/biz/club-x-seattle?osq=Adult+Entertainment,,,,,,
Stallions,8517 15th Ave NW,Seattle,WA,98117,b/t N Holman Rd & 85th St,Olympic Manor,(206) 789-8888,"Exotic dancers, male dancers, strip club, women's club, entertainment, and lounge.Wednesday 8pm to closeThursday.8pm to closeFriday. 8pm to 2:30Saturday. …Learn more about Stallions, Opens a popupSpecialtiesExotic dancers, male dancers, strip club, women's club, entertainment, and lounge.Wednesday 8pm to closeThursday.8pm to closeFriday. 8pm to 2:30Saturday. 8 pm to 2:30Cover Charge: $20HistoryEstablished in 1991.August 25th 1991 was our grand opening.Meet the Business Owner",Mark Anthony A.,Yes,No,2.0 star rating,11 reviews,http://seattlestallions.com,Moderate,Mon Closed<br>Tue Closed<br>Wed 8:00 pm - 2:30 am<br>Thu 8:00 pm - 2:30 am<br>Fri 8:00 pm - 2:30 am<br>Sat 8:00 pm - 2:30 am<br>Sun Closed<br>,,,,No,,"Street, Private Lot",Yes,,Yes,,,Very Loud,DJ,Yes,No,No,"Fri, Sat",Yes,No,No,,No,,,,,"Adult Entertainment, Adult Entertainment",47.691095,-122.377151,"https://s3-media2.fl.yelpcdn.com/bphoto/-Rw_5HnJxEo5TpVLz1vstQ/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/-Rw_5HnJxEo5TpVLz1vstQ/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/-Rw_5HnJxEo5TpVLz1vstQ/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/-Rw_5HnJxEo5TpVLz1vstQ/300s.jpg 1.20x",http://www.yelp.com/biz/stallions-seattle?osq=Adult+Entertainment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Club SinRock,208 SW 16th St,Renton,WA,98057,,,(425) 255-3110,,,Yes,No,3.0 star rating,7 reviews,http://www.clubsinrock.com/seattle,Moderate,Mon 2:00 pm - 2:00 am<br>Tue 2:00 pm - 2:00 am<br>Wed 2:00 pm - 2:00 am<br>Thu 2:00 pm - 2:00 am<br>Fri 2:00 pm - 2:00 am<br>Sat 6:00 pm - 2:00 am<br>Sun 6:00 pm - 2:00 am<br>,,,,Yes,,Private Lot,,,Yes,,,Average,,,No,,,,,Yes,,No,,,,,"Adult Entertainment, Adult Entertainment",47.466214,-122.220472,"https://s3-media1.fl.yelpcdn.com/bphoto/ch6KAbIA344wanczJlZv_A/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/ch6KAbIA344wanczJlZv_A/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/ch6KAbIA344wanczJlZv_A/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/ch6KAbIA344wanczJlZv_A/300s.jpg 1.20x",http://www.yelp.com/biz/club-sinrock-renton?osq=Adult+Entertainment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dejavu Superstore Arcade,1510 1st Ave,Seattle,WA,98101,b/t Pike St & Pine St,Downtown,(206) 624-3463,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",47.609246,-122.339941,,http://www.yelp.com/biz/dejavu-superstore-arcade-seattle?osq=Adult+Entertainment,,,,,,
