Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
Piccadilly Club,3123 N 30th St,Philadelphia,PA,19132,,,(215) 221-9696,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",40.003830,-75.178507,"https://s3-media1.fl.yelpcdn.com/bphoto/lqYak8WRSJhsjWjRjkgbtw/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/lqYak8WRSJhsjWjRjkgbtw/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/lqYak8WRSJhsjWjRjkgbtw/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/lqYak8WRSJhsjWjRjkgbtw/300s.jpg 1.20x",http://www.yelp.com/biz/piccadilly-club-philadelphia?osq=Adult+Entertainment,,,,,,
Peek-a-boo Revue,2400 E Cumberland St,Philadelphia,PA,19125,,Kensington,,,,No,No,,,http://www.peekaboorevue.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",39.979295,-75.122495,"https://s3-media1.fl.yelpcdn.com/bphoto/rfELt5CNCraZ15eml9XCkw/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/rfELt5CNCraZ15eml9XCkw/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/rfELt5CNCraZ15eml9XCkw/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/rfELt5CNCraZ15eml9XCkw/300s.jpg 1.20x",http://www.yelp.com/biz/peek-a-boo-revue-philadelphia?osq=Adult+Entertainment,,,,,,
Lal’s Margarita,9964 Red Rambler Dr,Philadelphia,PA,19115,,Bustleton,(215) 325-9999,,,Yes,No,5.0 star rating,1 review,,Ultra High-End,,,,,,,,,,,,,,,,,,,,,No,,,,,,,"Adult Entertainment, Adult Entertainment",40.091804,-75.042572,,http://www.yelp.com/biz/lals-margarita-philadelphia?osq=Adult+Entertainment,,,,,,
Lustful Temptations,,Philadelphia,PA,19141,,Logan,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",,,"https://s3-media1.fl.yelpcdn.com/bphoto/EMfZs9SGUuJZ9dkG2eGm2w/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/EMfZs9SGUuJZ9dkG2eGm2w/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/EMfZs9SGUuJZ9dkG2eGm2w/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/EMfZs9SGUuJZ9dkG2eGm2w/300s.jpg 1.20x",http://www.yelp.com/biz/lustful-temptations-philadelphia?osq=Adult+Entertainment,,,,,,
Erotic Cafe,2120 Rte 73,Pennsauken,NJ,08110,,,(856) 665-2244,,M R.,Yes,No,1.5 star rating,9 reviews,http://www.eroticafe.com,Moderate,Mon 12:00 pm - 2:00 am<br>Tue 12:00 pm - 2:00 am<br>Wed 12:00 pm - 2:00 am<br>Thu 12:00 pm - 2:00 am<br>Fri 12:00 pm - 5:00 am<br>Sat 12:00 pm - 5:00 am<br>Sun 12:00 pm - 2:00 am<br>,,,,Yes,,Private Lot,,,Yes,,,Very Loud,,,No,,,,,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",39.981576,-75.014994,"https://s3-media4.fl.yelpcdn.com/bphoto/iNWSVF5OgG4B94_UqzZj6A/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/iNWSVF5OgG4B94_UqzZj6A/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/iNWSVF5OgG4B94_UqzZj6A/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/iNWSVF5OgG4B94_UqzZj6A/300s.jpg 1.20x",http://www.yelp.com/biz/erotic-cafe-pennsauken?osq=Adult+Entertainment,,,,,,
Ebony & Ivory,6709 Torresdale Ave,Philadelphia,PA,19135,,"Mayfair, Tacony",(215) 695-0208,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Massage, Adult Entertainment, Massage, Adult Entertainment",40.024253,-75.046000,,http://www.yelp.com/biz/ebony-and-ivory-philadelphia?osq=Adult+Entertainment,,,,,,
The Men of Magnum,2017 S Chadwick St Ste1,Philadelphia,PA,19145,,,(888) 767-8833,,Men ofMagnum M.,Yes,No,,,http://www.themenofmagnum.com,,Mon 10:00 am - 12:00 am<br>Tue 10:00 am - 12:00 am<br>Wed 10:00 am - 12:00 am<br>Thu 10:00 am - 12:00 am<br>Fri 10:00 am - 12:00 am<br>Sat 10:00 am - 12:00 am<br>Sun 10:00 am - 12:00 am<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",39.925723,-75.173767,"https://s3-media2.fl.yelpcdn.com/bphoto/LL8JnaKhLNWp5osq4Yc48A/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/LL8JnaKhLNWp5osq4Yc48A/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/LL8JnaKhLNWp5osq4Yc48A/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/LL8JnaKhLNWp5osq4Yc48A/300s.jpg 1.20x",http://www.yelp.com/biz/the-men-of-magnum-philadelphia-2?osq=Adult+Entertainment,,,,,,
Just Enuff Lounge,149 Boro Line Rd,King of Prussia,PA,19406,,,(610) 337-7700,,,Yes,No,3.5 star rating,9 reviews,http://justenuffgogo.com,Moderate,Mon 3:00 pm - 2:00 am<br>Tue 3:00 pm - 2:00 am<br>Wed 3:00 pm - 2:00 am<br>Thu 3:00 pm - 2:00 am<br>Fri 3:00 pm - 2:00 am<br>Sat 3:00 pm - 2:00 am<br>Sun 3:00 pm - 2:00 am<br>,No,,,Yes,,"Street, Private Lot",,,Yes,,Divey,Average,,,Full Bar,,,,,No,No,Yes,,,,,"Lounges, Adult Entertainment, Lounges, Adult Entertainment",40.100842,-75.353462,"https://s3-media4.fl.yelpcdn.com/bphoto/hlcJKybky7la2YM4g_u-vw/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/hlcJKybky7la2YM4g_u-vw/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/hlcJKybky7la2YM4g_u-vw/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/hlcJKybky7la2YM4g_u-vw/300s.jpg 1.20x",http://www.yelp.com/biz/just-enuff-lounge-king-of-prussia?osq=Adult+Entertainment,,,,,,
The 19th Hole Lounge,3011 Jenkintown Rd,Glenside,PA,19038,,,(215) 885-7992,,,Yes,No,3.0 star rating,6 reviews,http://www.The19thHolelounge.com,Moderate,,,,,Yes,,Private Lot,,,Yes,,,Loud,,,Full Bar,,,,,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",40.120871,-75.161407,,http://www.yelp.com/biz/the-19th-hole-lounge-glenside?osq=Adult+Entertainment,,,,,,
Delilah’s,100 Spring Garden St,Philadelphia,PA,19123,,"Northern Liberties, Penn's Landing",(215) 625-3765,,,No,No,,,,,,,,,,,,,,No,,,Very Loud,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",39.959736,-75.139413,,http://www.yelp.com/biz/delilahs-philadelphia-2?osq=Adult+Entertainment,,,,,,
Club Champagne,1102 Crown Point Rd,West Deptford,NJ,08093,,,(856) 845-0009,,,Yes,No,1.5 star rating,3 reviews,http://www.iloveclubchampagne.com,Moderate,Mon 7:00 pm - 2:00 am<br>Tue 7:00 pm - 2:00 am<br>Wed 7:00 pm - 2:00 am<br>Thu 7:00 pm - 2:00 am<br>Fri 7:00 pm - 2:00 am<br>Sat 7:00 pm - 2:00 am<br>Sun 6:00 am - 12:00 am<br>,,,,Yes,,Private Lot,,,Yes,,,Loud,,,No,,,,,Yes,,Yes,,,,,"Adult Entertainment, Adult Entertainment",39.864293,-75.144475,"https://s3-media2.fl.yelpcdn.com/bphoto/LoEvAKUBKr_167UtcsuAMQ/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/LoEvAKUBKr_167UtcsuAMQ/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/LoEvAKUBKr_167UtcsuAMQ/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/LoEvAKUBKr_167UtcsuAMQ/300s.jpg 1.20x",http://www.yelp.com/biz/club-champagne-west-deptford-2?osq=Adult+Entertainment,,,,,,
Excitement Video,2740 S Front St,Philadelphia,PA,19148,,,(215) 463-0977,,,Yes,No,2.0 star rating,1 review,http://excitementvideoandtoys.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Videos & Video Game Rental, Adult Entertainment, Videos & Video Game Rental, Adult Entertainment",39.913718,-75.151187,,http://www.yelp.com/biz/excitement-video-philadelphia-2?osq=Adult+Entertainment,,,,,,
Cheerleaders Gentlemens Club,54 Crescent Blvd,Gloucester City,NJ,08030,,,(856) 456-6888,,,Yes,No,1.5 star rating,2 reviews,http://cheerleadersnj.com/,,Mon 2:00 pm - 2:00 am<br>Tue 12:00 pm - 2:00 am<br>Wed 12:00 pm - 2:00 am<br>Thu 12:00 pm - 2:00 am<br>Fri 12:00 pm - 2:00 am<br>Sat 12:00 pm - 2:00 am<br>Sun 2:00 pm - 2:00 am<br>,,,,Yes,,Private Lot,,,,,,,,,Full Bar,,,,,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",39.891977,-75.102836,"https://s3-media1.fl.yelpcdn.com/bphoto/osQVOXQc1cUyMjJIB-1HdA/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/osQVOXQc1cUyMjJIB-1HdA/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/osQVOXQc1cUyMjJIB-1HdA/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/osQVOXQc1cUyMjJIB-1HdA/300s.jpg 1.20x",http://www.yelp.com/biz/cheerleaders-gentlemens-club-gloucester-city?osq=Adult+Entertainment,,,,,,
Spice2Nite,537 Easton Rd Rt 611,Horsham,PA,19044,,,(215) 675-9100,,,Yes,No,4.5 star rating,7 reviews,http://www.spice2nite.com,Moderate,,,,,Yes,,,,,No,,,Quiet,,,No,,,,,No,,No,,,,,"Adult Entertainment, Women's Clothing, Lingerie, Adult Entertainment, Women's Clothing, Lingerie",40.184503,-75.133082,"https://s3-media3.fl.yelpcdn.com/bphoto/qgUxC2lKwQmvumbFUwQahw/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/qgUxC2lKwQmvumbFUwQahw/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/qgUxC2lKwQmvumbFUwQahw/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/qgUxC2lKwQmvumbFUwQahw/300s.jpg 1.20x",http://www.yelp.com/biz/spice2nite-horsham?osq=Adult+Entertainment,,,,,,
Set It Off,2ND And Cambria,Philadelphia,PA,19133,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",39.994325,-75.134095,,http://www.yelp.com/biz/set-it-off-philadelphia?osq=Adult+Entertainment,,,,,,
Envoute: Burlesque Magic,,Philadelphia,PA,19147,,Queen Village,(215) 313-8266,,Adam I.,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Performing Arts, Adult Entertainment, Performing Arts, Adult Entertainment",,,"https://s3-media3.fl.yelpcdn.com/bphoto/cRAx-nKXgwv6RcXRQPSgjQ/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/cRAx-nKXgwv6RcXRQPSgjQ/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/cRAx-nKXgwv6RcXRQPSgjQ/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/cRAx-nKXgwv6RcXRQPSgjQ/300s.jpg 1.20x",http://www.yelp.com/biz/envoute-burlesque-magic-philadelphia?osq=Adult+Entertainment,,,,,,
Cave,700 N Delaware Ave,Philadelphia,PA,19123,,Northern Liberties,(215) 923-3628,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",39.961106,-75.137218,,http://www.yelp.com/biz/cave-philadelphia?osq=Adult+Entertainment,,,,,,
Double Vision,1138 Easton Rd,Horsham,PA,19044,,,(215) 672-0185,,,Yes,No,3.0 star rating,6 reviews,http://www.doublevisionsgogo.com,Moderate,,,,,Yes,,,,,Yes,,,Very Loud,DJ,,Full Bar,,,,Yes,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",40.201455,-75.138720,"https://s3-media1.fl.yelpcdn.com/bphoto/MOeHFaYz6_Ac8eFea2oXTg/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/MOeHFaYz6_Ac8eFea2oXTg/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/MOeHFaYz6_Ac8eFea2oXTg/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/MOeHFaYz6_Ac8eFea2oXTg/300s.jpg 1.20x",http://www.yelp.com/biz/double-vision-horsham?osq=Adult+Entertainment,,,,,,
Manhattan Men Male Strip Club,1750 S Christopher Columbus Blvd,Philadelphia,PA,19148,,Pennsport,(347) 852-0157,,,No,No,,,http://www.manhattanmen.com,,Mon 9:00 am - 11:30 pm<br>Tue 9:00 am - 11:30 pm<br>Wed 9:00 am - 11:30 pm<br>Thu 9:00 am - 11:30 pm<br>Fri 9:00 am - 11:30 pm<br>Sat 9:00 am - 11:30 pm<br>Sun 9:00 am - 11:30 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dance Clubs, Adult Entertainment, Dance Clubs, Adult Entertainment",39.925588,-75.144672,,http://www.yelp.com/biz/manhattan-men-male-strip-club-philadelphia?osq=Adult+Entertainment,,,,,,
Oakford Inn,Bristol Rd & US 1,Feasterville Trevose,PA,19053,,,(215) 750-1319,,,Yes,No,3.0 star rating,5 reviews,http://www.theoakfordinn.com,Moderate,,,,,,,,,,Yes,,,Average,,,Full Bar,,,,,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",40.147958,-74.960419,,http://www.yelp.com/biz/oakford-inn-feasterville-trevose?osq=Adult+Entertainment,,,,,,
Aca Productions and Entertainment,923 Yeadon Ave,Lansdowne,PA,19050,,,(610) 284-0420,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",39.929266,-75.248935,,http://www.yelp.com/biz/aca-productions-and-entertainment-lansdowne?osq=Adult+Entertainment,,,,,,
Steel City Studs,1160 1st Ave,King of Prussia,PA,19406,,,(610) 393-6282,,,Yes,No,2.5 star rating,3 reviews,http://www.steelcitystuds.com,Moderate,Mon Closed<br>Tue Closed<br>Wed Closed<br>Thu 9:00 am - 2:00 am<br>Fri 7:00 pm - 2:00 am<br>Sat 7:00 pm - 2:00 am<br>Sun Closed<br>,,,,Yes,,,,,Yes,,,Loud,,Yes,Full Bar,No,"Fri, Sat",No,No,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",40.096547,-75.415664,"https://s3-media3.fl.yelpcdn.com/bphoto/rSto8wXlkJh-gQ0-MlTYJA/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/rSto8wXlkJh-gQ0-MlTYJA/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/rSto8wXlkJh-gQ0-MlTYJA/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/rSto8wXlkJh-gQ0-MlTYJA/300s.jpg 1.20x",http://www.yelp.com/biz/steel-city-studs-king-of-prussia?osq=Adult+Entertainment,,,,,,
Berlin News Agency,520 Berlin Kresson Rd,Berlin,NJ,08009,,,(856) 767-6003,,,Yes,No,2.5 star rating,3 reviews,http://theberlinnewsagency.com/,Moderate,Mon Open 24 hours<br>Tue Open 24 hours<br>Wed Open 24 hours<br>Thu Open 24 hours<br>Fri Open 24 hours<br>Sat Open 24 hours<br>Sun Open 24 hours<br>,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,"Adult, Adult Entertainment, Adult, Adult Entertainment",39.815170,-74.930059,,http://www.yelp.com/biz/berlin-news-agency-berlin?osq=Adult+Entertainment,,,,,,
Adult World,608 Upper State Rd,Montgomery Township,PA,19446,,,(215) 362-9560,,,Yes,No,5.0 star rating,5 reviews,http://www.adultworldx.com,Moderate,,,,,Yes,,,,,Yes,,,Quiet,,,No,,,,,No,,No,,,,,"Videos & Video Game Rental, Adult Entertainment, Videos & Video Game Rental, Adult Entertainment",40.235625,-75.239069,"https://s3-media4.fl.yelpcdn.com/bphoto/2DisHTgvp4C_T9YSbhj7VA/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/2DisHTgvp4C_T9YSbhj7VA/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/2DisHTgvp4C_T9YSbhj7VA/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/2DisHTgvp4C_T9YSbhj7VA/300s.jpg 1.20x",http://www.yelp.com/biz/adult-world-montgomery-township?osq=Adult+Entertainment,,,,,,
Playhouse Lounge,1205 Route 130 N,Burlington,NJ,08016,,,(609) 387-7387,,,Yes,No,4.0 star rating,4 reviews,http://www.playhouseloungeentertainment.com,Moderate,Mon 12:00 pm - 2:00 am<br>Tue 12:00 pm - 2:00 am<br>Wed 12:00 pm - 2:00 am<br>Thu 12:00 pm - 2:00 am<br>Fri 12:00 pm - 2:00 am<br>Sat 12:00 pm - 2:00 am<br>Sun Closed<br>,,,,,,,,,,,,Average,,,No,,,,,,,Yes,,,,,"Adult Entertainment, Adult Entertainment",40.084180,-74.836898,"https://s3-media1.fl.yelpcdn.com/bphoto/F6KjR9vT8gJtiT5DEgWNLw/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/F6KjR9vT8gJtiT5DEgWNLw/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/F6KjR9vT8gJtiT5DEgWNLw/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/F6KjR9vT8gJtiT5DEgWNLw/300s.jpg 1.20x",http://www.yelp.com/biz/playhouse-lounge-burlington?osq=Adult+Entertainment,,,,,,
Babe’s Nola,1137 Bordentown Rd,Burlington,NJ,08016,,,(609) 747-8899,,,Yes,No,3.5 star rating,5 reviews,http://www.babesnola.com,Moderate,Mon 6:00 pm - 2:00 am<br>Tue 6:00 pm - 2:00 am<br>Wed 6:00 pm - 2:00 am<br>Thu 6:00 pm - 2:00 am<br>Fri 6:00 pm - 4:00 am<br>Sat 6:00 pm - 4:00 am<br>Sun 3:00 pm - 2:00 am<br>,,,,Yes,,,,,Yes,,,,,No,No,No,,,,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",40.083281,-74.838405,"https://s3-media2.fl.yelpcdn.com/bphoto/sn5pKZnJUlW5oylsiWaPsw/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/sn5pKZnJUlW5oylsiWaPsw/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/sn5pKZnJUlW5oylsiWaPsw/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/sn5pKZnJUlW5oylsiWaPsw/300s.jpg 1.20x",http://www.yelp.com/biz/babes-nola-burlington?osq=Adult+Entertainment,,,,,,
Manhattan Men,1750 S Christopher Columbus Blvd,Philadelphia,PA,19148,,Pennsport,(347) 852-0157,,,No,No,,,http://www.manhattanmen.com,,Mon 9:00 am - 11:30 pm<br>Tue 9:00 am - 11:30 pm<br>Wed 9:00 am - 11:30 pm<br>Thu 9:00 am - 11:30 pm<br>Fri 9:00 am - 11:30 pm<br>Sat 9:00 am - 11:30 pm<br>Sun 9:00 am - 11:30 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Lounges, Adult Entertainment, Lounges",39.925588,-75.144672,,http://www.yelp.com/biz/manhattan-men-philadelphia?osq=Adult+Entertainment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattletales Too,6900 New Falls Rd,Levittown,PA,19057,,,(215) 547-9610,,,Yes,No,3.0 star rating,5 reviews,,Moderate,,,,,Yes,,,,,No,,,,,,,,,,,No,,,,,,,"Adult Entertainment, Adult Entertainment",40.152490,-74.857428,"https://s3-media2.fl.yelpcdn.com/bphoto/u87IvzwmhJGqNUngBqFyNg/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/u87IvzwmhJGqNUngBqFyNg/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/u87IvzwmhJGqNUngBqFyNg/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/u87IvzwmhJGqNUngBqFyNg/300s.jpg 1.20x",http://www.yelp.com/biz/tattletales-too-levittown?osq=Adult+Entertainment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.com/biz/sugar-and-spice-morrisville?osq=Adult+Entertainment,,,,,,
