Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Pleasure Garden Club,6039 Passyunk Ave,Philadelphia,PA,19153,,,(215) 724-6090,,,Yes,No,2.5 star rating,9 reviews,http://thepleasuregardenclub.net,Moderate,Mon Closed<br>Tue Closed<br>Wed Closed<br>Thu Closed<br>Fri 9:00 pm - 2:00 am<br>Sat 9:00 pm - 3:00 am<br>Sun Closed<br>,,,,Yes,,Private Lot,,,Yes,,,Average,,,No,,,,,No,,Yes,,,,,"Adult Entertainment, Dance Clubs, Adult Entertainment, Dance Clubs",39.918208,-75.209356,"https://s3-media4.fl.yelpcdn.com/bphoto/ymh3oqL6UhEH0sm-GA2KHA/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/ymh3oqL6UhEH0sm-GA2KHA/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/ymh3oqL6UhEH0sm-GA2KHA/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/ymh3oqL6UhEH0sm-GA2KHA/300s.jpg 1.20x",http://www.yelp.com/biz/the-pleasure-garden-club-philadelphia?osq=Adult+Entertainment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savage Men,3001 Castor Ave,Philadelphia,PA,19134,,Port Richmond,(215) 995-3154,,,Yes,No,4.0 star rating,4 reviews,http://www.savage-men.com/philadelphia-male-strippers.html,Moderate,Mon Closed<br>Tue Closed<br>Wed Closed<br>Thu Closed<br>Fri 9:00 pm - 11:00 pm<br>Sat 9:00 pm - 11:00 pm<br>Sun Closed<br>,,,,Yes,,,Yes,,Yes,,,Loud,,,Full Bar,,Sat,,,,,,,,,,"Adult Entertainment, Adult Entertainment, Adult Entertainment",39.985721,-75.086213,"https://s3-media4.fl.yelpcdn.com/bphoto/kPl5V876txViXBhbXoAJEg/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/kPl5V876txViXBhbXoAJEg/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/kPl5V876txViXBhbXoAJEg/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/kPl5V876txViXBhbXoAJEg/300s.jpg 1.20x",http://www.yelp.com/biz/savage-men-philadelphia?osq=Adult+Entertainment,,,,,,
Hunk-O-Mania Male Strip Club,1500 Sansom St,Philadelphia,PA,19102,,"Rittenhouse Square, Penn Center",(866) 872-4865,"We offer sexy male strippers; current music and videos in a themed male strip show that will blow you away.Get discounts on-line when you buy your show tickets at our website.If …Learn more about Hunk-O-Mania Male Strip Club, Opens a popupSpecialtiesWe offer sexy male strippers; current music and videos in a themed male strip show that will blow you away.Get discounts on-line when you buy your show tickets at our website.If you are doing a Bachelorette party or Birthday party; a Divorce Party or just a Girls Night Out, Hunk-O-Mania Male Strip Club is the place to be.Our male dancers interact with the crowd throughout the show whether you choose VIP or General Admission seating. We also offer group photo opportunities where you can take photos with your own camera or ours of the ENTIRE CAST as a group with you in the forefront!We have a full bar and table service for the entire show.Now in our 2nd year in Philadelphia, Hunk-O-Mania Male Strip Club is always a good time and a place where you can even bring your mom - that is if she wants to have some good clean fun!Mothers of the bride LOVE Hunk-O-Mania.HistoryEstablished in 1998.For the sheer entertainment of women, the company has evolved into an international consumer brand operating three business groups - Live Entertainment, Licensing, and Online. Hunk-O-Mania Male Strip Club, Inc. has headquarters in New York City with corporate offices in New Jersey.Hunk-O-Mania, The Show, is one of the world's most recognized brand names in ladies entertainment. Performing for millions of women a year, the companie's several productions including the one in Atlantic City, Chicago, Miami, Boston, Philadelphia, Houston, TX, Vegas and its flagship in New York City, have established themselves as ""The Ultimate Ladies Night Out!"" for women of all ages.Meet the Business Owner",Armand P.,Yes,No,3.5 star rating,14 reviews,http://www.hunk-o-mania.com,Pricey,Mon 9:00 am - 11:30 pm<br>Tue 9:00 am - 11:30 pm<br>Wed 9:00 am - 11:30 pm<br>Thu 9:00 am - 11:30 pm<br>Fri 9:00 am - 11:30 pm<br>Sat 9:00 am - 11:30 pm<br>Sun 9:00 am - 11:30 pm<br>,,,,Yes,,Private Lot,,,Yes,,,Very Loud,,,Full Bar,,,,,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",39.950166,-75.166082,"https://s3-media1.fl.yelpcdn.com/bphoto/9eHMLOCnmMU2qUuGeYcVcA/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/9eHMLOCnmMU2qUuGeYcVcA/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/9eHMLOCnmMU2qUuGeYcVcA/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/9eHMLOCnmMU2qUuGeYcVcA/300s.jpg 1.20x",http://www.yelp.com/biz/hunk-o-mania-male-strip-club-philadelphia-2?osq=Adult+Entertainment,,,,,,
The Cave,3rd St & Spring Garden St Finnigan's Wake,Philadelphia,PA,19123,,Spring Garden,(215) 923-0504,,,Yes,No,3.0 star rating,7 reviews,http://www.menofthecavephilly.com,,Mon Closed<br>Tue Closed<br>Wed Closed<br>Thu Closed<br>Fri Closed<br>Sat 9:00 pm - 12:00 am<br>Sun Closed<br>,,,,No,,,,,,,,,,,,,,,,No,,,,,,,"Adult Entertainment, Adult Entertainment",39.962770,-75.152368,"https://s3-media4.fl.yelpcdn.com/bphoto/Gaq68nYSN0MpAm1STR1hTw/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/Gaq68nYSN0MpAm1STR1hTw/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/Gaq68nYSN0MpAm1STR1hTw/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/Gaq68nYSN0MpAm1STR1hTw/300s.jpg 1.20x",http://www.yelp.com/biz/the-cave-philadelphia?osq=Adult+Entertainment,,,,,,
Sabel’s Gaslight Pub,3979 Ford Rd,Philadelphia,PA,19131,,,(215) 473-8611,,,Yes,No,2.0 star rating,3 reviews,,,,,,,,,,,,No,,,Very Loud,,,Full Bar,,,,,No,,Yes,,,,,"Adult Entertainment, Pubs, Adult Entertainment, Pubs",39.999549,-75.209261,,http://www.yelp.com/biz/sabels-gaslight-pub-philadelphia?osq=Adult+Entertainment,,,,,,
Philadelphia Super Strippers,120 Market St,Philadelphia,PA,19106,,Old City,(215) 821-8069,,,Yes,No,,,http://www.philadelphiastrippers123.com,,Mon 10:00 am - 10:00 pm<br>Tue 10:00 am - 10:00 pm<br>Wed 10:00 am - 10:00 pm<br>Thu 10:00 am - 10:00 pm<br>Fri 10:00 am - 12:00 am<br>Sat 10:00 am - 12:00 am<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Party & Event Planning, Adult Entertainment, Adult Entertainment, Adult Entertainment, Adult Entertainment, Party & Event Planning, Adult Entertainment",39.949563,-75.143126,"https://s3-media2.fl.yelpcdn.com/bphoto/TN4bhqROf40EWpVxxkJo1g/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/TN4bhqROf40EWpVxxkJo1g/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/TN4bhqROf40EWpVxxkJo1g/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/TN4bhqROf40EWpVxxkJo1g/300s.jpg 1.20x",http://www.yelp.com/biz/philadelphia-super-strippers-philadelphia?osq=Adult+Entertainment,,,,,,
Philadelphia Strippers 2 U,,Philadelphia,PA,19102,,"Penn Center, Art Museum District, Logan Square, Avenue of the Arts North",(215) 987-4113,,ron J.,Yes,No,3.0 star rating,2 reviews,http://www.philadelphiastrippers2u.com,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Party Bus Rentals, Adult Entertainment, Party Bus Rentals",,,"https://s3-media1.fl.yelpcdn.com/bphoto/DdyfS_tMfyxaRqPC0k19oQ/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/DdyfS_tMfyxaRqPC0k19oQ/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/DdyfS_tMfyxaRqPC0k19oQ/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/DdyfS_tMfyxaRqPC0k19oQ/300s.jpg 1.20x",http://www.yelp.com/biz/philadelphia-strippers-2-u-philadelphia-2?osq=Adult+Entertainment,,,,,,
The Cove,3182 Richmond St,Philadelphia,PA,19134,,"Port Richmond, Kensington",(215) 426-1366,,,Yes,No,3.0 star rating,3 reviews,http://www.clubthecove.com/,Moderate,,,,,Yes,,,,,,,,Average,,,Full Bar,,,,,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",39.983002,-75.101777,"https://s3-media3.fl.yelpcdn.com/bphoto/8efAlCp6pJ7u8IoxQxg9rA/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/8efAlCp6pJ7u8IoxQxg9rA/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/8efAlCp6pJ7u8IoxQxg9rA/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/8efAlCp6pJ7u8IoxQxg9rA/300s.jpg 1.20x",http://www.yelp.com/biz/the-cove-philadelphia?osq=Adult+Entertainment,,,,,,
Club Risque Northeast,5921 Tacony St,Philadelphia,PA,19135,,Tacony,(215) 289-6969,,,Yes,No,3.0 star rating,4 reviews,http://www.clubrisque.com,Moderate,Mon 11:30 am - 2:00 am<br>Tue 11:30 am - 2:00 am<br>Wed 11:30 am - 2:00 am<br>Thu 11:30 am - 2:00 am<br>Fri 11:30 am - 2:00 am<br>Sat 1:00 pm - 2:00 am<br>Sun 1:00 pm - 2:00 am<br>,,,,Yes,,Private Lot,,,Yes,,,Loud,,,Full Bar,,,,,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",40.013287,-75.056237,"https://s3-media1.fl.yelpcdn.com/bphoto/n8VdoCrpnAqDr9saHdbeZQ/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/n8VdoCrpnAqDr9saHdbeZQ/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/n8VdoCrpnAqDr9saHdbeZQ/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/n8VdoCrpnAqDr9saHdbeZQ/300s.jpg 1.20x",http://www.yelp.com/biz/club-risque-northeast-philadelphia?osq=Adult+Entertainment,,,,,,
Onyx Club,2908 S Columbus Blvd,Philadephia,PA,19148,,,(215) 218-1040,,,Yes,No,3.0 star rating,26 reviews,http://www.onyxclubs.com,Moderate,Mon Closed<br>Tue 7:00 pm - 2:00 am<br>Wed 7:00 pm - 2:00 am<br>Thu 7:00 pm - 2:00 am<br>Fri 7:00 pm - 2:00 am<br>Sat 7:00 pm - 2:00 am<br>Sun Closed<br>,,,,Yes,,,,,Yes,,Casual,Very Loud,,,Full Bar,,,,,No,,Yes,,,,,"Adult Entertainment, Beer, Wine & Spirits, Sports Bars, Adult Entertainment, Beer, Wine & Spirits, Sports Bars",39.905152,-75.140767,"https://s3-media4.fl.yelpcdn.com/bphoto/OAhTXABGZ7Ez5TY10OoNNA/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/OAhTXABGZ7Ez5TY10OoNNA/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/OAhTXABGZ7Ez5TY10OoNNA/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/OAhTXABGZ7Ez5TY10OoNNA/300s.jpg 1.20x",http://www.yelp.com/biz/onyx-club-philadephia?osq=Adult+Entertainment,,,,,,
Cheeks Lounge 247,5840 Master St,Philadelphia,PA,19131,,,(215) 543-4830,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adult Entertainment, Adult Entertainment",39.972797,-75.237822,"https://s3-media1.fl.yelpcdn.com/bphoto/UoBq2eHaK9JH752hM0jaiQ/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/UoBq2eHaK9JH752hM0jaiQ/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/UoBq2eHaK9JH752hM0jaiQ/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/UoBq2eHaK9JH752hM0jaiQ/300s.jpg 1.20x",http://www.yelp.com/biz/cheeks-lounge-247-philadelphia?osq=Adult+Entertainment,,,,,,
Lou Turk’s,500 Powhattan Ave,Essington,PA,19029,,,(610) 521-1678,,,Yes,No,3.5 star rating,7 reviews,,Moderate,Mon 4:00 pm - 2:00 am<br>Tue 4:00 pm - 2:00 am<br>Wed 4:00 pm - 2:00 am<br>Thu 4:00 pm - 2:00 am<br>Fri 4:00 pm - 2:00 am<br>Sat 4:00 pm - 2:00 am<br>Sun 4:00 pm - 2:00 am<br>,,,,Yes,,,,,Yes,,,Average,,,Full Bar,,,,,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",39.870366,-75.281370,"https://s3-media3.fl.yelpcdn.com/bphoto/ncR5hLepsTmaOKpH3OP9OQ/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/ncR5hLepsTmaOKpH3OP9OQ/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/ncR5hLepsTmaOKpH3OP9OQ/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/ncR5hLepsTmaOKpH3OP9OQ/300s.jpg 1.20x",http://www.yelp.com/biz/lou-turks-essington?osq=Adult+Entertainment,,,,,,
